HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	RefSeq IDs	RefSeq(supplied by NCBI)
HGNC:48725	LINC00967	long intergenic non-protein coding RNA 967	Approved				NR_039979
HGNC:48727	LINC00968	long intergenic non-protein coding RNA 968	Approved			NR_038236	NR_038236
HGNC:48729	LINC00969~withdrawn	symbol withdrawn, see MIR570HG	Symbol Withdrawn				
HGNC:48730	LINC00970	long intergenic non-protein coding RNA 970	Approved			NR_104091	NR_104091
HGNC:48737	LINC00971	long intergenic non-protein coding RNA 971	Approved				NR_033860
HGNC:48826	LINC00972	long intergenic non-protein coding RNA 972	Approved				NR_134240
HGNC:48868	LINC00973	long intergenic non-protein coding RNA 973	Approved		CTD-2021J15.2		
HGNC:27105	LINC00974	long intergenic non-protein coding RNA 974	Approved				NR_038442
HGNC:50610	LINC00976	long intergenic non-protein coding RNA 976	Approved				NR_145483
HGNC:48902	LINC00977	long intergenic non-protein coding RNA 977	Approved				NR_033916
HGNC:48664	LINC00982	long intergenic non-protein coding RNA 982	Approved		FLJ42875	NR_015440	NR_015440
HGNC:48911	LINC00987	long intergenic non-protein coding RNA 987	Approved				NR_036466
HGNC:48918	LINC00989	long intergenic non-protein coding RNA 989	Approved				NR_038826
HGNC:48943	LINC00992	long intergenic non-protein coding RNA 992	Approved				NR_046089
HGNC:48948	LINC00993	long intergenic non-protein coding RNA 993	Approved				NR_104061
HGNC:48949	LINC00994	long intergenic non-protein coding RNA 994	Approved				NR_033978
HGNC:27800	LINC00996	long intergenic non-protein coding RNA 996	Approved				NR_034033
HGNC:48952	LINC00997	long intergenic non-protein coding RNA 997	Approved			NR_036501	NR_036501
HGNC:38537	LINC00999	long intergenic non-protein coding RNA 999	Approved		FLJ44672	NR_024497	NR_024497
HGNC:38541	LINC01000	long intergenic non-protein coding RNA 1000	Approved		FLJ45340	NR_024368	NR_024368
HGNC:38540	LINC01001	long intergenic non-protein coding RNA 1001	Approved			NR_028326	NR_028326
HGNC:38538	LINC01002	long intergenic non-protein coding RNA 1002	Approved			NR_028324	NR_028324
HGNC:48957	LINC01003	long intergenic non-protein coding RNA 1003	Approved				NR_027387
HGNC:48961	LINC01004	long intergenic non-protein coding RNA 1004	Approved				NR_039981
HGNC:48963	LINC01005	long intergenic non-protein coding RNA 1005	Approved				NR_039987
HGNC:48971	LINC01006	long intergenic non-protein coding RNA 1006	Approved	C7orf13	MY040		NR_026865
HGNC:48973	LINC01007	long intergenic non-protein coding RNA 1007	Approved				NR_103747
HGNC:48978	LINC01010	long intergenic non-protein coding RNA 1010	Approved				NR_038216
HGNC:33812	LINC01011	long intergenic non-protein coding RNA 1011	Approved		DKFZp686I15217		NR_026856
HGNC:48986	LINC01012	long intergenic non-protein coding RNA 1012	Approved				NR_038292
HGNC:48987	LINC01013	long intergenic non-protein coding RNA 1013	Approved				NR_038981
HGNC:41353	LINC01014	long intergenic non-protein coding RNA 1014	Approved	KCNMB2-IT1			NR_046786
HGNC:48988	LINC01015	long intergenic non-protein coding RNA 1015	Approved				NR_037179
HGNC:48991	LINC01016	long intergenic non-protein coding RNA 1016	Approved			NR_038989	NR_038989
HGNC:50641	LINC01017	long intergenic non-protein coding RNA 1017	Approved				NR_104618
HGNC:27394	LINC01018	long intergenic non-protein coding RNA 1018	Approved				NR_024423
HGNC:27742	LINC01019	long intergenic non-protein coding RNA 1019	Approved				NR_033898
HGNC:27968	LINC01020	long intergenic non-protein coding RNA 1020	Approved				NR_026994
HGNC:48998	LINC01022	long intergenic non-protein coding RNA 1022	Approved		TCONS_00013107		NR_132379
HGNC:49004	LINC01023	long intergenic non-protein coding RNA 1023	Approved			NR_046368	NR_046368
HGNC:49014	LINC01028	long intergenic non-protein coding RNA 1028	Approved		TCONS_00025127		NR_104129
HGNC:49015	LINC01029	long intergenic non-protein coding RNA 1029	Approved				NR_104127
HGNC:49016	LINC01030	long intergenic non-protein coding RNA 1030	Approved		TCONS_00015085		NR_104062
HGNC:49017	LINC01031	long intergenic non-protein coding RNA 1031	Approved		TCONS_00000361		NR_125789
HGNC:49018	LINC01032	long intergenic non-protein coding RNA 1032	Approved				NR_126003
HGNC:49019	LINC01033	long intergenic non-protein coding RNA 1033	Approved				NR_126379
HGNC:49021	LINC01034	long intergenic non-protein coding RNA 1034	Approved		TCONS_00021570		
HGNC:49022	LINC01035	long intergenic non-protein coding RNA 1035	Approved				
HGNC:49024	LINC01036	long intergenic non-protein coding RNA 1036	Approved				NR_126347
HGNC:49025	LINC01037	long intergenic non-protein coding RNA 1037	Approved				NR_132374
HGNC:49026	LINC01038	long intergenic non-protein coding RNA 1038	Approved				NR_125785
HGNC:49027	LINC01039	long intergenic non-protein coding RNA 1039	Approved				NR_126390
HGNC:49028	LINC01040	long intergenic non-protein coding RNA 1040	Approved		TCONS_00021682		NR_131228
HGNC:49031	LINC01043	long intergenic non-protein coding RNA 1043	Approved				NR_135321
HGNC:49032	LINC01044	long intergenic non-protein coding RNA 1044	Approved				NR_126345
HGNC:49040	LINC01046	long intergenic non-protein coding RNA 1046	Approved				NR_125745
HGNC:49041	LINC01047	long intergenic non-protein coding RNA 1047	Approved				NR_131229
HGNC:49042	LINC01048	long intergenic non-protein coding RNA 1048	Approved				NR_125762
HGNC:49043	LINC01049	long intergenic non-protein coding RNA 1049	Approved				NR_120414
HGNC:49044	LINC01050	long intergenic non-protein coding RNA 1050	Approved				NR_125747
HGNC:49046	LINC01052	long intergenic non-protein coding RNA 1052	Approved				NR_132362
HGNC:49047	LINC01053	long intergenic non-protein coding RNA 1053	Approved				NR_120427
HGNC:49048	LINC01054	long intergenic non-protein coding RNA 1054	Approved				NR_126391
HGNC:49049	LINC01055	long intergenic non-protein coding RNA 1055	Approved				NR_125786
HGNC:49050	LINC01056	long intergenic non-protein coding RNA 1056	Approved				NR_033369
HGNC:49061	LINC01058	long intergenic non-protein coding RNA 1058	Approved				NR_125771
HGNC:49074	LINC01059~withdrawn	symbol withdrawn, see GRAMD1B	Symbol Withdrawn				
HGNC:49081	LINC01060	long intergenic non-protein coding RNA 1060	Approved				NR_033869
HGNC:49084	LINC01061	long intergenic non-protein coding RNA 1061	Approved		FLJ14186		NR_037596
HGNC:49092	LINC01063	long intergenic non-protein coding RNA 1063	Approved				NR_132101
HGNC:49103	LINC01065	long intergenic non-protein coding RNA 1065	Approved				NR_125788
HGNC:49104	LINC01066	long intergenic non-protein coding RNA 1066	Approved				
HGNC:49105	LINC01067	long intergenic non-protein coding RNA 1067	Approved				
HGNC:49106	LINC01068	long intergenic non-protein coding RNA 1068	Approved				NR_125772
HGNC:49109	LINC01069	long intergenic non-protein coding RNA 1069	Approved				NR_108076
HGNC:49110	LINC01070	long intergenic non-protein coding RNA 1070	Approved				NR_108094
HGNC:49112	LINC01072	long intergenic non-protein coding RNA 1072	Approved				NR_126380
HGNC:49114	LINC01073	long intergenic non-protein coding RNA 1073	Approved				
HGNC:49117	LINC01074	long intergenic non-protein coding RNA 1074	Approved				NR_149075
HGNC:49118	LINC01075	long intergenic non-protein coding RNA 1075	Approved				NR_125787
HGNC:49119	LINC01076	long intergenic non-protein coding RNA 1076	Approved				
HGNC:49120	LINC01077	long intergenic non-protein coding RNA 1077	Approved				
HGNC:49121	LINC01078	long intergenic non-protein coding RNA 1078	Approved				NR_132375
HGNC:49122	LINC01079	long intergenic non-protein coding RNA 1079	Approved				
HGNC:49123	LINC01080	long intergenic non-protein coding RNA 1080	Approved		TCONS_00021856	NR_104138	NR_104138
HGNC:49124	LINC01081	long intergenic non-protein coding RNA 1081	Approved		TCONS_00024764	NR_104139	NR_104139
HGNC:49125	LINC01082	long intergenic non-protein coding RNA 1082	Approved		TCONS_00024492	NR_103859	NR_103859
HGNC:27198	LINC01085	long intergenic non-protein coding RNA 1085	Approved				NR_033931
HGNC:49144	LINC01087	long intergenic non-protein coding RNA 1087	Approved				NR_108087
HGNC:49148	LINC01088	long intergenic non-protein coding RNA 1088	Approved				NR_038342
HGNC:27886	LINC01089	long intergenic non-protein coding RNA 1089	Approved		LIMT	NR_002809	NR_002809
HGNC:49201	LINC01090	long intergenic non-protein coding RNA 1090	Approved				NR_126396
HGNC:27721	LINC01091	long intergenic non-protein coding RNA 1091	Approved				NR_027105
HGNC:49218	LINC01093	long intergenic non-protein coding RNA 1093	Approved				NR_039975
HGNC:49219	LINC01094	long intergenic non-protein coding RNA 1094	Approved				NR_038303
HGNC:49220	LINC01095	long intergenic non-protein coding RNA 1095	Approved				NR_038331
HGNC:27739	LINC01096	long intergenic non-protein coding RNA 1096	Approved				NR_015450
HGNC:27738	LINC01097	long intergenic non-protein coding RNA 1097	Approved			NR_034054	NR_034054
HGNC:27731	LINC01098	long intergenic non-protein coding RNA 1098	Approved			NR_028342	NR_028342
HGNC:49222	LINC01099	long intergenic non-protein coding RNA 1099	Approved				NR_108092
HGNC:49224	LINC01100	long intergenic non-protein coding RNA 1100	Approved				NR_104132
HGNC:25923	LINC01101	long intergenic non-protein coding RNA 1101	Approved		FLJ14816	NR_027181	NR_027181
HGNC:27165	LINC01102	long intergenic non-protein coding RNA 1102	Approved				NR_015399
HGNC:49225	LINC01103	long intergenic non-protein coding RNA 1103	Approved				NR_110113
HGNC:49226	LINC01104	long intergenic non-protein coding RNA 1104	Approved				NR_103730
HGNC:26403	LINC01105	long intergenic non-protein coding RNA 1105	Approved		FLJ30594, LOC150622	NR_026832	NR_026832
HGNC:26769	LINC01106	long intergenic non-protein coding RNA 1106	Approved		FLJ38359		NR_027244
HGNC:49229	LINC01107	long intergenic non-protein coding RNA 1107	Approved				NR_037809
HGNC:49234	LINC01108	long intergenic non-protein coding RNA 1108	Approved		LncRNA-ES1	NR_108096	NR_108096
HGNC:49235	LINC01109	long intergenic non-protein coding RNA 1109	Approved		lncRNA-N1		
HGNC:49237	LINC01111	long intergenic non-protein coding RNA 1111	Approved				NR_105006
HGNC:49238	LINC01112~withdrawn	symbol withdrawn, see CACNA2D1	Symbol Withdrawn				
HGNC:49245	LINC01114	long intergenic non-protein coding RNA 1114	Approved		PANCAT, LOC284998		NR_038231
HGNC:49258	LINC01115	long intergenic non-protein coding RNA 1115	Approved				NR_033880
HGNC:49259	LINC01116	long intergenic non-protein coding RNA 1116	Approved		TALNEC2	NR_040001	NR_040001
HGNC:49260	LINC01117	long intergenic non-protein coding RNA 1117	Approved				NR_110599
HGNC:49261	LINC01118	long intergenic non-protein coding RNA 1118	Approved				NR_034099
HGNC:49262	LINC01119	long intergenic non-protein coding RNA 1119	Approved				NR_024452
HGNC:49265	LINC01120	long intergenic non-protein coding RNA 1120	Approved				NR_036499
HGNC:49266	LINC01121	long intergenic non-protein coding RNA 1121	Approved		UNQ6975		NR_033831
HGNC:49267	LINC01122	long intergenic non-protein coding RNA 1122	Approved		FLJ30838, AC007092.1	NR_033873	NR_033873
HGNC:49269	LINC01123	long intergenic non-protein coding RNA 1123	Approved				NR_046110
HGNC:49270	LINC01124	long intergenic non-protein coding RNA 1124	Approved				NR_027433
HGNC:49275	LINC01126	long intergenic non-protein coding RNA 1126	Approved				NR_027251
HGNC:49292	LINC01127	long intergenic non-protein coding RNA 1127	Approved				NR_103791
HGNC:49377	LINC01128	long intergenic non-protein coding RNA 1128	Approved				NR_047519
HGNC:49444	LINC01132	long intergenic non-protein coding RNA 1132	Approved				NR_038856
HGNC:49447	LINC01133	long intergenic non-protein coding RNA 1133	Approved		lncRNA-PAGBC	NR_038849	NR_038849
HGNC:49449	LINC01134	long intergenic non-protein coding RNA 1134	Approved				NR_024455
HGNC:49450	LINC01135	long intergenic non-protein coding RNA 1135	Approved				NR_034014
HGNC:49452	LINC01136	long intergenic non-protein coding RNA 1136	Approved				NR_034150
HGNC:49453	LINC01137	long intergenic non-protein coding RNA 1137	Approved		LOC728431	NR_038842	NR_038842
HGNC:49454	LINC01138	long intergenic non-protein coding RNA 1138	Approved	LINC00875	FLJ39739	NR_027468	NR_027468
HGNC:27924	LINC01139	long intergenic non-protein coding RNA 1139	Approved		LINK-A, TCONS_00000027	NR_015407	NR_015407
HGNC:27922	LINC01140	long intergenic non-protein coding RNA 1140	Approved		FLJ41676		NR_026985
HGNC:49455	LINC01141	long intergenic non-protein coding RNA 1141	Approved				NR_033887
HGNC:49456	LINC01142	long intergenic non-protein coding RNA 1142	Approved				NR_026957
HGNC:49458	LINC01143	long intergenic non-protein coding RNA 1143	Approved				NR_126384
HGNC:49460	LINC01144	long intergenic non-protein coding RNA 1144	Approved		TCONS_00000513		NR_024270
HGNC:49467	LINC01146	long intergenic non-protein coding RNA 1146	Approved				NR_046094
HGNC:27507	LINC01148	long intergenic non-protein coding RNA 1148	Approved		LOC283585		NR_038445
HGNC:39757	LINC01149	long intergenic non-protein coding RNA 1149	Approved		XXbac-BPG181B23.4		NR_144465
HGNC:49469	LINC01150	long intergenic non-protein coding RNA 1150	Approved		2G7, TCONS_00019134		NR_120534
HGNC:49471	LINC01151	long intergenic non-protein coding RNA 1151	Approved				NR_126348
HGNC:16752	LINC01152	long intergenic non-protein coding RNA 1152	Approved		TCONS_00025128, CMPD	NR_110124	NR_110124
HGNC:49495	LINC01153	long intergenic non-protein coding RNA 1153	Approved			XR_246197	XR_246197
HGNC:49504	LINC01154	long intergenic non-protein coding RNA 1154	Approved				
HGNC:49512	LINC01157	long intergenic non-protein coding RNA 1157	Approved		TCONS_00010378, linc-Enc1		
HGNC:49513	LINC01158	long intergenic non-protein coding RNA 1158	Approved		linc-Brn1a		NR_037883
HGNC:49514	LINC01159	long intergenic non-protein coding RNA 1159	Approved		linc-Brn1b		NR_110373
HGNC:49525	LINC01160	long intergenic non-protein coding RNA 1160	Approved				NR_034126
HGNC:49528	LINC01162	long intergenic non-protein coding RNA 1162	Approved				NR_126381
HGNC:49530	LINC01163	long intergenic non-protein coding RNA 1163	Approved		TCONS_00017722	XR_242761	NR_120619
HGNC:49533	LINC01164	long intergenic non-protein coding RNA 1164	Approved			NR_038365	NR_038365
HGNC:49534	LINC01165	long intergenic non-protein coding RNA 1165	Approved			XR_252837	
HGNC:49535	LINC01166	long intergenic non-protein coding RNA 1166	Approved			XR_242766	NR_120626
HGNC:49536	LINC01167	long intergenic non-protein coding RNA 1167	Approved		TCONS_00018075		NR_125763
HGNC:49537	LINC01168	long intergenic non-protein coding RNA 1168	Approved			NR_046231	NR_046231
HGNC:49541	LINC01169	long intergenic non-protein coding RNA 1169	Approved				NR_110372
HGNC:49542	LINC01170	long intergenic non-protein coding RNA 1170	Approved				NR_125774
HGNC:49545	LINC01173	long intergenic non-protein coding RNA 1173	Approved		TCONS_00004057		NR_132376
HGNC:49548	LINC01176	long intergenic non-protein coding RNA 1176	Approved				NR_108081
HGNC:49549	LINC01177	long intergenic non-protein coding RNA 1177	Approved				NR_126397
HGNC:49556	LINC01179	long intergenic non-protein coding RNA 1179	Approved				NR_121676
HGNC:49558	LINC01180	long intergenic non-protein coding RNA 1180	Approved				NR_110661
HGNC:25533	LINC01181	long intergenic non-protein coding RNA 1181	Approved		FLJ10489		NR_145429
HGNC:49564	LINC01182	long intergenic non-protein coding RNA 1182	Approved				NR_121681
HGNC:49565	LINC01184	long intergenic non-protein coding RNA 1184	Approved		FLJ33630	NR_015360	NR_015360
HGNC:49572	LINC01185	long intergenic non-protein coding RNA 1185	Approved		FLJ16341		NR_033980
HGNC:49573	LINC01186	long intergenic non-protein coding RNA 1186	Approved			NR_110388	NR_110388
HGNC:49575	LINC01187	long intergenic non-protein coding RNA 1187	Approved		KIDR		NR_108022
HGNC:49592	LINC01189	long intergenic non-protein coding RNA 1189	Approved				NR_046203
HGNC:49595	LINC01191	long intergenic non-protein coding RNA 1191	Approved		VIN, lnc-ACTR3	NR_034128	NR_034128
HGNC:37197	LINC01192	long intergenic non-protein coding RNA 1192	Approved	CT64		NR_033945	NR_033945
HGNC:28003	LINC01193	long intergenic non-protein coding RNA 1193	Approved	CT60	LOC348120	NR_040094	NR_040094
HGNC:37171	LINC01194	long intergenic non-protein coding RNA 1194	Approved	CT49	TAG	NR_033383	NR_033383
HGNC:49550	LINC01195	long intergenic non-protein coding RNA 1195	Approved				NR_126349
HGNC:49597	LINC01197	long intergenic non-protein coding RNA 1197	Approved				NR_034095
HGNC:49598	LINC01198	long intergenic non-protein coding RNA 1198	Approved			NR_120426	NR_120426
HGNC:49632	LINC01201	long intergenic non-protein coding RNA 1201	Approved		TCONS_00017091		NR_126350
HGNC:49633	LINC01202	long intergenic non-protein coding RNA 1202	Approved				NR_126372
HGNC:49634	LINC01203	long intergenic non-protein coding RNA 1203	Approved				NR_045260
HGNC:49635	LINC01204	long intergenic non-protein coding RNA 1204	Approved				NR_104644
HGNC:49636	LINC01205	long intergenic non-protein coding RNA 1205	Approved				NR_109841
HGNC:49637	LINC01206	long intergenic non-protein coding RNA 1206	Approved				NR_104146
HGNC:49639	LINC01208	long intergenic non-protein coding RNA 1208	Approved				NR_109968
HGNC:49640	LINC01209	long intergenic non-protein coding RNA 1209	Approved				NR_110819
HGNC:49642	LINC01210	long intergenic non-protein coding RNA 1210	Approved				NR_109987
HGNC:49648	LINC01213	long intergenic non-protein coding RNA 1213	Approved				NR_110167
HGNC:49650	LINC01214	long intergenic non-protein coding RNA 1214	Approved				NR_110186
HGNC:49651	LINC01215	long intergenic non-protein coding RNA 1215	Approved				NR_110028
HGNC:41418	LINC01216	long intergenic non-protein coding RNA 1216	Approved	EMCN-IT3			NR_046811
HGNC:41419	LINC01217	long intergenic non-protein coding RNA 1217	Approved	EMCN-IT2			
HGNC:41420	LINC01218	long intergenic non-protein coding RNA 1218	Approved	EMCN-IT1			XR_001741516
HGNC:49653	LINC01219	long intergenic non-protein coding RNA 1219	Approved				NR_126400
HGNC:49664	LINC01220	long intergenic non-protein coding RNA 1220	Approved				NR_038421
HGNC:49671	LINC01221	long intergenic non-protein coding RNA 1221	Approved		TCONS_00000366		NR_126351
HGNC:49672	LINC01222	long intergenic non-protein coding RNA 1222	Approved		TCONS_00000112		NR_110525
HGNC:49676	LINC01224	long intergenic non-protein coding RNA 1224	Approved				NR_126448
HGNC:49677	LINC01225	LINC01225 pseudogene	Approved			NR_034112	NR_034112
HGNC:49678	LINC01226	long intergenic non-protein coding RNA 1226	Approved			NR_027085	NR_027085
HGNC:49680	LINC01227	long intergenic non-protein coding RNA 1227	Approved				NR_104665
HGNC:49681	LINC01228	long intergenic non-protein coding RNA 1228	Approved		lincRNA-DYNLRB2-2		
HGNC:49682	LINC01229	long intergenic non-protein coding RNA 1229	Approved		TCONS_00024480	NR_104661	NR_104660
HGNC:49686	LINC01230	long intergenic non-protein coding RNA 1230	Approved		linc-DMRT2, lnc-DRMT2, TCONS_00015639		NR_110643
HGNC:49688	LINC01231	long intergenic non-protein coding RNA 1231	Approved				NR_121585
HGNC:49755	LINC01232	long intergenic non-protein coding RNA 1232	Approved		FLJ41590, TCONS_00021520		NR_110731
HGNC:49756	LINC01233	long intergenic non-protein coding RNA 1233	Approved		XLOC_013014		NR_110663
HGNC:49757	LINC01234	long intergenic non-protein coding RNA 1234	Approved		onco-lncRNA-32	NR_110026	NR_110025
HGNC:49769	LINC01235	long intergenic non-protein coding RNA 1235	Approved		FLJ41200	NR_033863	NR_033863
HGNC:49793	LINC01237	long intergenic non-protein coding RNA 1237	Approved				NR_110220
HGNC:49795	LINC01238	long intergenic non-protein coding RNA 1238	Approved		FLJ40615	NR_110592	NR_110592
HGNC:49796	LINC01239	long intergenic non-protein coding RNA 1239	Approved			NR_038977	NR_038977
HGNC:49802	LINC01240~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:49804	LINC01241	long intergenic non-protein coding RNA 1241	Approved				NR_121604
HGNC:49810	LINC01242	long intergenic non-protein coding RNA 1242	Approved			NR_046204	NR_046204
HGNC:49814	LINC01243	long intergenic non-protein coding RNA 1243	Approved				NR_135134
HGNC:49837	LINC01245~withdrawn	symbol withdrawn, see CASC19	Symbol Withdrawn				
HGNC:49840	LINC01246	long intergenic non-protein coding RNA 1246	Approved			NR_110498	NR_110498
HGNC:49841	LINC01247	long intergenic non-protein coding RNA 1247	Approved			NR_110251	NR_110251
HGNC:49842	LINC01248	long intergenic non-protein coding RNA 1248	Approved				NR_110580
HGNC:49843	LINC01249	long intergenic non-protein coding RNA 1249	Approved			NR_034134	NR_034134
HGNC:49844	LINC01250	long intergenic non-protein coding RNA 1250	Approved		FLJ37991		NR_110228
HGNC:49845	LINC01251	long intergenic non-protein coding RNA 1251	Approved			NR_109755	NR_109755
HGNC:27888	LINC01252	long intergenic non-protein coding RNA 1252	Approved				NR_033890
HGNC:49870	LINC01254	long intergenic non-protein coding RNA 1254	Approved				NR_110775
HGNC:49871	LINC01255	long intergenic non-protein coding RNA 1255	Approved				NR_110778
HGNC:49895	LINC01256	long intergenic non-protein coding RNA 1256	Approved		TCONS_l2_00021715		NR_126401
HGNC:26972	LINC01257	long intergenic non-protein coding RNA 1257	Approved				NR_026670
HGNC:49898	LINC01258	long intergenic non-protein coding RNA 1258	Approved				NR_110951
HGNC:49899	LINC01259	long intergenic non-protein coding RNA 1259	Approved		TCONS_00007515		NR_149076
HGNC:49900	LINC01260	long intergenic non-protein coding RNA 1260	Approved				NR_034104
HGNC:50275	LINC01262	long intergenic non-protein coding RNA 1262	Approved		TCONS_l2_00021807, RP11-462G22.1		NR_121679
HGNC:50282	LINC01264	long intergenic non-protein coding RNA 1264	Approved		RP11-124O11.2		NR_126352
HGNC:50297	LINC01265	long intergenic non-protein coding RNA 1265	Approved			NR_104631	NR_104631
HGNC:50309	LINC01266	long intergenic non-protein coding RNA 1266	Approved				NR_110118
HGNC:50320	LINC01267	long intergenic non-protein coding RNA 1267	Approved				NR_110135
HGNC:50323	LINC01268	long intergenic non-protein coding RNA 1268	Approved		LOC285758	NR_038863	NR_038863
HGNC:50325	LINC01269	long intergenic non-protein coding RNA 1269	Approved				NR_125769
HGNC:27658	LINC01270	long intergenic non-protein coding RNA 1270	Approved				NR_034124
HGNC:50327	LINC01271	long intergenic non-protein coding RNA 1271	Approved				NR_109950
HGNC:50329	LINC01273	long intergenic non-protein coding RNA 1273	Approved				NR_109943
HGNC:50333	LINC01276	long intergenic non-protein coding RNA 1276	Approved				NR_120347
HGNC:50334	LINC01277	long intergenic non-protein coding RNA 1277	Approved				NR_038987
HGNC:28090	LINC01278	long intergenic non-protein coding RNA 1278	Approved				NR_015353
HGNC:50335	LINC01279	long intergenic non-protein coding RNA 1279	Approved		TCONS_00006930	NR_109779	NR_109779
HGNC:50336	LINC01280	long intergenic non-protein coding RNA 1280	Approved				NR_110392
HGNC:50337	LINC01281	long intergenic non-protein coding RNA 1281	Approved				NR_038968
HGNC:50338	LINC01282	long intergenic non-protein coding RNA 1282	Approved				NR_110385
HGNC:50342	LINC01284	long intergenic non-protein coding RNA 1284	Approved				NR_110382
HGNC:50344	LINC01285	long intergenic non-protein coding RNA 1285	Approved			NR_110393	NR_110393
HGNC:50351	LINC01287	long intergenic non-protein coding RNA 1287	Approved		TCONS_l2_00027522		NR_125776
HGNC:50353	LINC01288	long intergenic non-protein coding RNA 1288	Approved		TCONS_00014671		NR_125746
HGNC:50354	LINC01289	long intergenic non-protein coding RNA 1289	Approved				NR_038875
HGNC:50356	LINC01290	long intergenic non-protein coding RNA 1290	Approved				NR_149081
HGNC:50358	LINC01291	long intergenic non-protein coding RNA 1291	Approved				NR_125792
HGNC:50362	LINC01293	long intergenic non-protein coding RNA 1293	Approved		TCONS_00002938, AC104135.4		XR_940252
HGNC:48904	LINC01296~withdrawn	symbol withdrawn, see DUXAP9	Symbol Withdrawn				
HGNC:50443	LINC01297	long intergenic non-protein coding RNA 1297	Approved				NR_132385
HGNC:32292	LINC01298	long intergenic non-protein coding RNA 1298	Approved	C8orf69		NR_046232	NR_046232
HGNC:27839	LINC01299	long intergenic non-protein coding RNA 1299	Approved				NR_033893
HGNC:50460	LINC01300	long intergenic non-protein coding RNA 1300	Approved				NR_024441
HGNC:50464	LINC01301	long intergenic non-protein coding RNA 1301	Approved				NR_103854
HGNC:50470	LINC01303	long intergenic non-protein coding RNA 1303	Approved			NR_110416	NR_110416
HGNC:50472	LINC01304	long intergenic non-protein coding RNA 1304	Approved				NR_037881
HGNC:27690	LINC01305	long intergenic non-protein coding RNA 1305	Approved				NR_038897
HGNC:50494	LINC01307	long intergenic non-protein coding RNA 1307	Approved		RP11-157N3.1		NR_126402
HGNC:50497	LINC01309	long intergenic non-protein coding RNA 1309	Approved		TCONS_l2_00007459		NR_126374
HGNC:50501	LINC01310	long intergenic non-protein coding RNA 1310	Approved		WI2-81516E3.1	NR_038944	NR_038944
HGNC:50503	LINC01311	long intergenic non-protein coding RNA 1311	Approved				NR_103767
HGNC:28525	LINC01312	long intergenic non-protein coding RNA 1312	Approved		MGC34034		NR_027030
HGNC:50513	LINC01315	long intergenic non-protein coding RNA 1315	Approved		lnc-C22orf32-1, C22orf32-1		NR_120595
HGNC:50523	LINC01317	long intergenic non-protein coding RNA 1317	Approved				NR_126403
HGNC:50524	LINC01318	long intergenic non-protein coding RNA 1318	Approved				NR_132381
HGNC:50526	LINC01320	long intergenic non-protein coding RNA 1320	Approved				NR_126404
HGNC:50528	LINC01322	long intergenic non-protein coding RNA 1322	Approved				NR_125764
HGNC:50529	LINC01323	long intergenic non-protein coding RNA 1323	Approved		TCONS_00005874		
HGNC:50530	LINC01324	long intergenic non-protein coding RNA 1324	Approved				NR_126405
HGNC:50532	LINC01326	long intergenic non-protein coding RNA 1326	Approved		TCONS_00005878		
HGNC:50533	LINC01327	long intergenic non-protein coding RNA 1327	Approved		TCONS_00005644		NR_126353
HGNC:50538	LINC01331	long intergenic non-protein coding RNA 1331	Approved				NR_126354
HGNC:50540	LINC01332	long intergenic non-protein coding RNA 1332	Approved		TCONS_00009701		
HGNC:50539	LINC01333	long intergenic non-protein coding RNA 1333	Approved				NR_105010
HGNC:50542	LINC01335	long intergenic non-protein coding RNA 1335	Approved				NR_105009
HGNC:50543	LINC01336	long intergenic non-protein coding RNA 1336	Approved				NR_126375
HGNC:50546	LINC01337	long intergenic non-protein coding RNA 1337	Approved		TCONS_00009713		NR_125754
HGNC:50547	LINC01338	long intergenic non-protein coding RNA 1338	Approved			NR_105016	NR_105016
HGNC:50549	LINC01339	long intergenic non-protein coding RNA 1339	Approved				NR_120601
HGNC:50550	LINC01340	long intergenic non-protein coding RNA 1340	Approved				NR_105028
HGNC:49457	LINC01341	long intergenic non-protein coding RNA 1341	Approved				NR_015422
HGNC:50551	LINC01342	long intergenic non-protein coding RNA 1342	Approved				NR_038869
HGNC:50553	LINC01343	long intergenic non-protein coding RNA 1343	Approved				NR_038928
HGNC:50554	LINC01344	long intergenic non-protein coding RNA 1344	Approved				NR_104175
HGNC:50564	LINC01345	long intergenic non-protein coding RNA 1345	Approved				NR_147024
HGNC:50563	LINC01346	long intergenic non-protein coding RNA 1346	Approved				NR_040065
HGNC:50566	LINC01347	long intergenic non-protein coding RNA 1347	Approved				NR_029401
HGNC:50567	LINC01348	long intergenic non-protein coding RNA 1348	Approved				NR_027454
HGNC:50568	LINC01349	long intergenic non-protein coding RNA 1349	Approved				NR_038914
HGNC:50575	LINC01350	long intergenic non-protein coding RNA 1350	Approved				NR_110793
HGNC:50577	LINC01351	long intergenic non-protein coding RNA 1351	Approved				NR_110716
HGNC:50578	LINC01352	long intergenic non-protein coding RNA 1352	Approved				NR_110797
HGNC:50580	LINC01353	long intergenic non-protein coding RNA 1353	Approved				NR_117097
HGNC:50581	LINC01354	long intergenic non-protein coding RNA 1354	Approved				NR_038426
HGNC:50584	LINC01355	long intergenic non-protein coding RNA 1355	Approved				NR_110616
HGNC:50587	LINC01356	long intergenic non-protein coding RNA 1356	Approved				NR_103746
